Word,MD,PartIndex,Part,Type,Meaning
lifelike,Words/l/lifelike.md,1,lifelike,word,
lifeline,Words/l/lifeline.md,1,lifeline,word,
lifelong,Words/l/lifelong.md,1,lifelong,word,
lifestyle,Words/l/lifestyle.md,1,lifestyle,word,
lifetime,Words/l/lifetime.md,1,lifetime,word,
lift,Words/l/lift.md,1,lift,word,
lifting,Words/l/lifting.md,1,lift,stem,
lifting,Words/l/lifting.md,2,ing,suffix,进行/名词
ligament,Words/l/ligament.md,1,liga,stem,
ligament,Words/l/ligament.md,2,ment,suffix,名词后缀
light-hearted,Words/l/light-hearted.md,1,light-heart,stem,
light-hearted,Words/l/light-hearted.md,2,ed,suffix,过去/形容词
light-year,Words/l/light-year.md,1,light-year,word,
light,Words/l/light.md,1,light,word,
lightbulb,Words/l/lightbulb.md,1,lightbulb,word,
lighted,Words/l/lighted.md,1,light,stem,
lighted,Words/l/lighted.md,2,ed,suffix,过去/形容词
lighten,Words/l/lighten.md,1,lighten,word,
lighter,Words/l/lighter.md,1,light,stem,
lighter,Words/l/lighter.md,2,er,suffix,人/比较级
lighthouse,Words/l/lighthouse.md,1,lighthouse,word,
lighting,Words/l/lighting.md,1,light,stem,
lighting,Words/l/lighting.md,2,ing,suffix,进行/名词
lightly,Words/l/lightly.md,1,light,stem,
lightly,Words/l/lightly.md,2,ly,suffix,副词后缀
lightness,Words/l/lightness.md,1,light,stem,
lightness,Words/l/lightness.md,2,ness,suffix,性质
lightning,Words/l/lightning.md,1,lightn,stem,
lightning,Words/l/lightning.md,2,ing,suffix,进行/名词
lightweight,Words/l/lightweight.md,1,lightweight,word,
likable,Words/l/likable.md,1,lik,stem,
likable,Words/l/likable.md,2,able,suffix,可
like-minded,Words/l/like-minded.md,1,like-mind,stem,
like-minded,Words/l/like-minded.md,2,ed,suffix,过去/形容词
like,Words/l/like.md,1,like,word,
likelihood,Words/l/likelihood.md,1,likeli,stem,
likelihood,Words/l/likelihood.md,2,hood,suffix,状态
likely,Words/l/likely.md,1,like,stem,
likely,Words/l/likely.md,2,ly,suffix,副词后缀
liken,Words/l/liken.md,1,liken,word,
likeness,Words/l/likeness.md,1,like,stem,
likeness,Words/l/likeness.md,2,ness,suffix,性质
likert-type,Words/l/likert-type.md,1,likert-type,word,
likewise,Words/l/likewise.md,1,likewise,word,
liking,Words/l/liking.md,1,lik,stem,
liking,Words/l/liking.md,2,ing,suffix,进行/名词
lilac,Words/l/lilac.md,1,lilac,word,
lily,Words/l/lily.md,1,lil,stem,
lily,Words/l/lily.md,2,y,suffix,形容词/名词后缀
limb,Words/l/limb.md,1,limb,word,
limbo,Words/l/limbo.md,1,limbo,word,
lime,Words/l/lime.md,1,lime,word,
limelight,Words/l/limelight.md,1,limelight,word,
limestone,Words/l/limestone.md,1,limestone,word,
limit,Words/l/limit.md,1,mit,root,送
limitation,Words/l/limitation.md,1,mit,root,送
limitation,Words/l/limitation.md,2,ation,suffix,名词后缀
limited,Words/l/limited.md,1,mit,root,送
limited,Words/l/limited.md,2,ed,suffix,过去/形容词
limiting,Words/l/limiting.md,1,mit,root,送
limiting,Words/l/limiting.md,2,ing,suffix,进行/名词
limitless,Words/l/limitless.md,1,mit,root,送
limitless,Words/l/limitless.md,2,less,suffix,无
limo,Words/l/limo.md,1,limo,word,
limousine,Words/l/limousine.md,1,limousine,word,
limp,Words/l/limp.md,1,limp,word,
line,Words/l/line.md,1,line,word,
lineage,Words/l/lineage.md,1,lineage,word,
linear,Words/l/linear.md,1,linear,word,
linebacker,Words/l/linebacker.md,1,lineback,stem,
linebacker,Words/l/linebacker.md,2,er,suffix,人/比较级
lined,Words/l/lined.md,1,lin,stem,
lined,Words/l/lined.md,2,ed,suffix,过去/形容词
lineman,Words/l/lineman.md,1,man,root,手
linen,Words/l/linen.md,1,linen,word,
liner,Words/l/liner.md,1,lin,stem,
liner,Words/l/liner.md,2,er,suffix,人/比较级
lineup,Words/l/lineup.md,1,lineup,word,
linger,Words/l/linger.md,1,ling,stem,
linger,Words/l/linger.md,2,er,suffix,人/比较级
lingerie,Words/l/lingerie.md,1,lingerie,word,
lingering,Words/l/lingering.md,1,linger,stem,
lingering,Words/l/lingering.md,2,ing,suffix,进行/名词
lingo,Words/l/lingo.md,1,lingo,word,
linguist,Words/l/linguist.md,1,lingu,stem,
linguist,Words/l/linguist.md,2,ist,suffix,人
linguistic,Words/l/linguistic.md,1,linguist,stem,
linguistic,Words/l/linguistic.md,2,ic,suffix,形容词后缀
linguistics,Words/l/linguistics.md,1,linguistics,word,
lining,Words/l/lining.md,1,lin,stem,
lining,Words/l/lining.md,2,ing,suffix,进行/名词
link,Words/l/link.md,1,link,word,
linkage,Words/l/linkage.md,1,linkage,word,
linked,Words/l/linked.md,1,link,stem,
linked,Words/l/linked.md,2,ed,suffix,过去/形容词
linoleum,Words/l/linoleum.md,1,linoleum,word,
lion,Words/l/lion.md,1,lion,word,
lip,Words/l/lip.md,1,lip,word,
lipstick,Words/l/lipstick.md,1,lipstick,word,
liqueur,Words/l/liqueur.md,1,liqueur,word,
liquid,Words/l/liquid.md,1,liquid,word,
liquidate,Words/l/liquidate.md,1,liquidate,word,
liquidation,Words/l/liquidation.md,1,liquid,stem,
liquidation,Words/l/liquidation.md,2,ation,suffix,名词后缀
liquidity,Words/l/liquidity.md,1,liquid,stem,
liquidity,Words/l/liquidity.md,2,ity,suffix,性质
liquor,Words/l/liquor.md,1,liqu,stem,
liquor,Words/l/liquor.md,2,or,suffix,人/物
list,Words/l/list.md,1,list,word,
listed,Words/l/listed.md,1,list,stem,
listed,Words/l/listed.md,2,ed,suffix,过去/形容词
listen,Words/l/listen.md,1,listen,word,
listener,Words/l/listener.md,1,listen,stem,
listener,Words/l/listener.md,2,er,suffix,人/比较级
listening,Words/l/listening.md,1,listen,stem,
listening,Words/l/listening.md,2,ing,suffix,进行/名词
listing,Words/l/listing.md,1,list,stem,
listing,Words/l/listing.md,2,ing,suffix,进行/名词
litany,Words/l/litany.md,1,litan,stem,
litany,Words/l/litany.md,2,y,suffix,形容词/名词后缀
lite,Words/l/lite.md,1,lite,word,
liter,Words/l/liter.md,1,lit,stem,
liter,Words/l/liter.md,2,er,suffix,人/比较级
literacy,Words/l/literacy.md,1,literac,stem,
literacy,Words/l/literacy.md,2,y,suffix,形容词/名词后缀
literal,Words/l/literal.md,1,liter,stem,
literal,Words/l/literal.md,2,al,suffix,形容词/名词后缀
literally,Words/l/literally.md,1,literal,stem,
literally,Words/l/literally.md,2,ly,suffix,副词后缀
literary,Words/l/literary.md,1,liter,stem,
literary,Words/l/literary.md,2,ary,suffix,有关
literate,Words/l/literate.md,1,literate,word,
literature,Words/l/literature.md,1,literat,stem,
literature,Words/l/literature.md,2,ure,suffix,名词后缀
lithe,Words/l/lithe.md,1,lithe,word,
lithium,Words/l/lithium.md,1,lithium,word,
lithuanian,Words/l/lithuanian.md,1,lithuanian,word,
litigate,Words/l/litigate.md,1,litigate,word,
litigation,Words/l/litigation.md,1,litig,stem,
litigation,Words/l/litigation.md,2,ation,suffix,名词后缀
litmus,Words/l/litmus.md,1,litmus,word,
litter,Words/l/litter.md,1,litt,stem,
litter,Words/l/litter.md,2,er,suffix,人/比较级
little-known,Words/l/little-known.md,1,little-known,word,
little,Words/l/little.md,1,little,word,
liturgical,Words/l/liturgical.md,1,liturg,stem,
liturgical,Words/l/liturgical.md,2,ical,suffix,形容词后缀
liturgy,Words/l/liturgy.md,1,liturg,stem,
liturgy,Words/l/liturgy.md,2,y,suffix,形容词/名词后缀
livable,Words/l/livable.md,1,liv,stem,
livable,Words/l/livable.md,2,able,suffix,可
live,Words/l/live.md,1,live,word,
livelihood,Words/l/livelihood.md,1,liveli,stem,
livelihood,Words/l/livelihood.md,2,hood,suffix,状态
lively,Words/l/lively.md,1,live,stem,
lively,Words/l/lively.md,2,ly,suffix,副词后缀
liver,Words/l/liver.md,1,liv,stem,
liver,Words/l/liver.md,2,er,suffix,人/比较级
livestock,Words/l/livestock.md,1,livestock,word,
livid,Words/l/livid.md,1,vid,root,看
living,Words/l/living.md,1,liv,stem,
living,Words/l/living.md,2,ing,suffix,进行/名词
lizard,Words/l/lizard.md,1,lizard,word,
llama,Words/l/llama.md,1,llama,word,
load,Words/l/load.md,1,load,word,
loaded,Words/l/loaded.md,1,load,stem,
loaded,Words/l/loaded.md,2,ed,suffix,过去/形容词
loader,Words/l/loader.md,1,load,stem,
loader,Words/l/loader.md,2,er,suffix,人/比较级
loading,Words/l/loading.md,1,load,stem,
loading,Words/l/loading.md,2,ing,suffix,进行/名词
loaf,Words/l/loaf.md,1,loaf,word,
loafer,Words/l/loafer.md,1,loaf,stem,
loafer,Words/l/loafer.md,2,er,suffix,人/比较级
loan,Words/l/loan.md,1,loan,word,
loath,Words/l/loath.md,1,loath,word,
loathe,Words/l/loathe.md,1,loathe,word,
loathing,Words/l/loathing.md,1,loath,stem,
loathing,Words/l/loathing.md,2,ing,suffix,进行/名词
lob,Words/l/lob.md,1,lob,word,
lobby,Words/l/lobby.md,1,lobb,stem,
lobby,Words/l/lobby.md,2,y,suffix,形容词/名词后缀
lobbying,Words/l/lobbying.md,1,lobby,stem,
lobbying,Words/l/lobbying.md,2,ing,suffix,进行/名词
lobbyist,Words/l/lobbyist.md,1,lobby,stem,
lobbyist,Words/l/lobbyist.md,2,ist,suffix,人
lobe,Words/l/lobe.md,1,lobe,word,
lobster,Words/l/lobster.md,1,lobst,stem,
lobster,Words/l/lobster.md,2,er,suffix,人/比较级
local,Words/l/local.md,1,loc,stem,
local,Words/l/local.md,2,al,suffix,形容词/名词后缀
locale,Words/l/locale.md,1,locale,word,
locality,Words/l/locality.md,1,local,stem,
locality,Words/l/locality.md,2,ity,suffix,性质
localize,Words/l/localize.md,1,local,stem,
localize,Words/l/localize.md,2,ize,suffix,使成为
localized,Words/l/localized.md,1,localiz,stem,
localized,Words/l/localized.md,2,ed,suffix,过去/形容词
locally,Words/l/locally.md,1,local,stem,
locally,Words/l/locally.md,2,ly,suffix,副词后缀
locate,Words/l/locate.md,1,locate,word,
location,Words/l/location.md,1,loc,stem,
location,Words/l/location.md,2,ation,suffix,名词后缀
lock,Words/l/lock.md,1,lock,word,
locked,Words/l/locked.md,1,lock,stem,
locked,Words/l/locked.md,2,ed,suffix,过去/形容词
locker,Words/l/locker.md,1,lock,stem,
locker,Words/l/locker.md,2,er,suffix,人/比较级
lockout,Words/l/lockout.md,1,lockout,word,
locomotive,Words/l/locomotive.md,1,mot,root,动
locomotive,Words/l/locomotive.md,2,ive,suffix,形容词后缀
locus,Words/l/locus.md,1,locus,word,
locust,Words/l/locust.md,1,locust,word,
lodge,Words/l/lodge.md,1,lodge,word,
lodging,Words/l/lodging.md,1,lodg,stem,
lodging,Words/l/lodging.md,2,ing,suffix,进行/名词
loft,Words/l/loft.md,1,loft,word,
lofty,Words/l/lofty.md,1,lof,stem,
lofty,Words/l/lofty.md,2,ty,suffix,性质
log,Words/l/log.md,1,log,root,说/学
logger,Words/l/logger.md,1,log,root,说/学
logger,Words/l/logger.md,2,er,suffix,人/比较级
logging,Words/l/logging.md,1,log,root,说/学
logging,Words/l/logging.md,2,ing,suffix,进行/名词
logic,Words/l/logic.md,1,log,root,说/学
logic,Words/l/logic.md,2,ic,suffix,形容词后缀
logical,Words/l/logical.md,1,log,root,说/学
logical,Words/l/logical.md,2,ical,suffix,形容词后缀
logically,Words/l/logically.md,1,log,root,说/学
logically,Words/l/logically.md,2,ly,suffix,副词后缀
logistic,Words/l/logistic.md,1,log,root,说/学
logistic,Words/l/logistic.md,2,ic,suffix,形容词后缀
logistical,Words/l/logistical.md,1,log,root,说/学
logistical,Words/l/logistical.md,2,ical,suffix,形容词后缀
logistics,Words/l/logistics.md,1,log,root,说/学
logo,Words/l/logo.md,1,log,root,说/学
loin,Words/l/loin.md,1,loin,word,
loll,Words/l/loll.md,1,loll,word,
lone,Words/l/lone.md,1,lone,word,
loneliness,Words/l/loneliness.md,1,loneli,stem,
loneliness,Words/l/loneliness.md,2,ness,suffix,性质
lonely,Words/l/lonely.md,1,lone,stem,
lonely,Words/l/lonely.md,2,ly,suffix,副词后缀
loner,Words/l/loner.md,1,lon,stem,
loner,Words/l/loner.md,2,er,suffix,人/比较级
lonesome,Words/l/lonesome.md,1,lonesome,word,
long-ago,Words/l/long-ago.md,1,long-ago,word,
long-awaited,Words/l/long-awaited.md,1,long-await,stem,
long-awaited,Words/l/long-awaited.md,2,ed,suffix,过去/形容词
long-distance,Words/l/long-distance.md,1,long-dist,stem,
long-distance,Words/l/long-distance.md,2,ance,suffix,名词后缀
long-held,Words/l/long-held.md,1,long-held,word,
long-lasting,Words/l/long-lasting.md,1,long-last,stem,
long-lasting,Words/l/long-lasting.md,2,ing,suffix,进行/名词
long-lived,Words/l/long-lived.md,1,long-liv,stem,
long-lived,Words/l/long-lived.md,2,ed,suffix,过去/形容词
long-lost,Words/l/long-lost.md,1,long-lost,word,
long-range,Words/l/long-range.md,1,long-range,word,
long-running,Words/l/long-running.md,1,long-runn,stem,
long-running,Words/l/long-running.md,2,ing,suffix,进行/名词
long-standing,Words/l/long-standing.md,1,long-stand,stem,
long-standing,Words/l/long-standing.md,2,ing,suffix,进行/名词
long-term-care,Words/l/long-term-care.md,1,long-term-care,word,
long-term,Words/l/long-term.md,1,long-term,word,
long,Words/l/long.md,1,long,word,
longer-term,Words/l/longer-term.md,1,longer-term,word,
longevity,Words/l/longevity.md,1,longev,stem,
longevity,Words/l/longevity.md,2,ity,suffix,性质
longing,Words/l/longing.md,1,long,stem,
longing,Words/l/longing.md,2,ing,suffix,进行/名词
longitude,Words/l/longitude.md,1,longitude,word,
longitudinal,Words/l/longitudinal.md,1,longitudin,stem,
longitudinal,Words/l/longitudinal.md,2,al,suffix,形容词/名词后缀
longtime,Words/l/longtime.md,1,longtime,word,
look-alike,Words/l/look-alike.md,1,look-alike,word,
look,Words/l/look.md,1,look,word,
looking,Words/l/looking.md,1,look,stem,
looking,Words/l/looking.md,2,ing,suffix,进行/名词
lookout,Words/l/lookout.md,1,lookout,word,
loom,Words/l/loom.md,1,loom,word,
looming,Words/l/looming.md,1,loom,stem,
looming,Words/l/looming.md,2,ing,suffix,进行/名词
loon,Words/l/loon.md,1,loon,word,
loop,Words/l/loop.md,1,loop,word,
loophole,Words/l/loophole.md,1,loophole,word,
loose,Words/l/loose.md,1,loose,word,
loosely,Words/l/loosely.md,1,loose,stem,
loosely,Words/l/loosely.md,2,ly,suffix,副词后缀
loosen,Words/l/loosen.md,1,loosen,word,
loot,Words/l/loot.md,1,loot,word,
looter,Words/l/looter.md,1,loot,stem,
looter,Words/l/looter.md,2,er,suffix,人/比较级
looting,Words/l/looting.md,1,loot,stem,
looting,Words/l/looting.md,2,ing,suffix,进行/名词
lope,Words/l/lope.md,1,lope,word,
lopsided,Words/l/lopsided.md,1,lopsid,stem,
lopsided,Words/l/lopsided.md,2,ed,suffix,过去/形容词
lord,Words/l/lord.md,1,lord,word,
lore,Words/l/lore.md,1,lore,word,
lose,Words/l/lose.md,1,lose,word,
loser,Words/l/loser.md,1,los,stem,
loser,Words/l/loser.md,2,er,suffix,人/比较级
losing,Words/l/losing.md,1,los,stem,
losing,Words/l/losing.md,2,ing,suffix,进行/名词
loss,Words/l/loss.md,1,loss,word,
lost,Words/l/lost.md,1,lost,word,
lot,Words/l/lot.md,1,lot,word,
lotion,Words/l/lotion.md,1,lot,stem,
lotion,Words/l/lotion.md,2,ion,suffix,名词后缀
lots,Words/l/lots.md,1,lots,word,
lottery,Words/l/lottery.md,1,lotter,stem,
lottery,Words/l/lottery.md,2,y,suffix,形容词/名词后缀
loud,Words/l/loud.md,1,loud,word,
loudly,Words/l/loudly.md,1,loud,stem,
loudly,Words/l/loudly.md,2,ly,suffix,副词后缀
loudspeaker,Words/l/loudspeaker.md,1,loudspeak,stem,
loudspeaker,Words/l/loudspeaker.md,2,er,suffix,人/比较级
lounge,Words/l/lounge.md,1,lounge,word,
louse,Words/l/louse.md,1,louse,word,
lousy,Words/l/lousy.md,1,lous,stem,
lousy,Words/l/lousy.md,2,y,suffix,形容词/名词后缀
lovable,Words/l/lovable.md,1,lov,stem,
lovable,Words/l/lovable.md,2,able,suffix,可
love,Words/l/love.md,1,love,word,
loved,Words/l/loved.md,1,lov,stem,
loved,Words/l/loved.md,2,ed,suffix,过去/形容词
lovely,Words/l/lovely.md,1,love,stem,
lovely,Words/l/lovely.md,2,ly,suffix,副词后缀
lover,Words/l/lover.md,1,lov,stem,
lover,Words/l/lover.md,2,er,suffix,人/比较级
loving,Words/l/loving.md,1,lov,stem,
loving,Words/l/loving.md,2,ing,suffix,进行/名词
lovingly,Words/l/lovingly.md,1,loving,stem,
lovingly,Words/l/lovingly.md,2,ly,suffix,副词后缀
low-cost,Words/l/low-cost.md,1,low-cost,word,
low-fat,Words/l/low-fat.md,1,low-fat,word,
low-income,Words/l/low-income.md,1,low-income,word,
low-key,Words/l/low-key.md,1,low-ke,stem,
low-key,Words/l/low-key.md,2,y,suffix,形容词/名词后缀
low-level,Words/l/low-level.md,1,low-level,word,
low-lying,Words/l/low-lying.md,1,low-ly,stem,
low-lying,Words/l/low-lying.md,2,ing,suffix,进行/名词
low-tech,Words/l/low-tech.md,1,low-tech,word,
low-wage,Words/l/low-wage.md,1,low-wage,word,
low,Words/l/low.md,1,low,word,
lower,Words/l/lower.md,1,low,stem,
lower,Words/l/lower.md,2,er,suffix,人/比较级
lowered,Words/l/lowered.md,1,lower,stem,
lowered,Words/l/lowered.md,2,ed,suffix,过去/形容词
lowering,Words/l/lowering.md,1,lower,stem,
lowering,Words/l/lowering.md,2,ing,suffix,进行/名词
lowland,Words/l/lowland.md,1,lowland,word,
lowly,Words/l/lowly.md,1,low,stem,
lowly,Words/l/lowly.md,2,ly,suffix,副词后缀
loyal,Words/l/loyal.md,1,loy,stem,
loyal,Words/l/loyal.md,2,al,suffix,形容词/名词后缀
loyalist,Words/l/loyalist.md,1,loyal,stem,
loyalist,Words/l/loyalist.md,2,ist,suffix,人
loyalty,Words/l/loyalty.md,1,loyal,stem,
loyalty,Words/l/loyalty.md,2,ty,suffix,性质
lsd,Words/l/lsd.md,1,lsd,word,
lubricant,Words/l/lubricant.md,1,lubric,stem,
lubricant,Words/l/lubricant.md,2,ant,suffix,人/物
lucid,Words/l/lucid.md,1,cid,root,落/切
luck,Words/l/luck.md,1,luck,word,
luckily,Words/l/luckily.md,1,lucki,stem,
luckily,Words/l/luckily.md,2,ly,suffix,副词后缀
lucky,Words/l/lucky.md,1,luck,stem,
lucky,Words/l/lucky.md,2,y,suffix,形容词/名词后缀
lucrative,Words/l/lucrative.md,1,lucrat,stem,
lucrative,Words/l/lucrative.md,2,ive,suffix,形容词后缀
ludicrous,Words/l/ludicrous.md,1,ludicr,stem,
ludicrous,Words/l/ludicrous.md,2,ous,suffix,充满
lug,Words/l/lug.md,1,lug,word,
luggage,Words/l/luggage.md,1,luggage,word,
lukewarm,Words/l/lukewarm.md,1,lukewarm,word,
lull,Words/l/lull.md,1,lull,word,
lullaby,Words/l/lullaby.md,1,lullab,stem,
lullaby,Words/l/lullaby.md,2,y,suffix,形容词/名词后缀
lumbar,Words/l/lumbar.md,1,lumbar,word,
lumber,Words/l/lumber.md,1,lumb,stem,
lumber,Words/l/lumber.md,2,er,suffix,人/比较级
lumbering,Words/l/lumbering.md,1,lumber,stem,
lumbering,Words/l/lumbering.md,2,ing,suffix,进行/名词
luminary,Words/l/luminary.md,1,lumin,stem,
luminary,Words/l/luminary.md,2,ary,suffix,有关
luminosity,Words/l/luminosity.md,1,luminos,stem,
luminosity,Words/l/luminosity.md,2,ity,suffix,性质
luminous,Words/l/luminous.md,1,lumin,stem,
luminous,Words/l/luminous.md,2,ous,suffix,充满
lump,Words/l/lump.md,1,lump,word,
lumpy,Words/l/lumpy.md,1,lump,stem,
lumpy,Words/l/lumpy.md,2,y,suffix,形容词/名词后缀
lunar,Words/l/lunar.md,1,lunar,word,
lunatic,Words/l/lunatic.md,1,lunat,stem,
lunatic,Words/l/lunatic.md,2,ic,suffix,形容词后缀
lunch,Words/l/lunch.md,1,lunch,word,
luncheon,Words/l/luncheon.md,1,luncheon,word,
lunchtime,Words/l/lunchtime.md,1,lunchtime,word,
lung,Words/l/lung.md,1,lung,word,
lunge,Words/l/lunge.md,1,lunge,word,
lupus,Words/l/lupus.md,1,lupus,word,
lurch,Words/l/lurch.md,1,lurch,word,
lure,Words/l/lure.md,1,lure,word,
lurid,Words/l/lurid.md,1,lurid,word,
lurk,Words/l/lurk.md,1,lurk,word,
luscious,Words/l/luscious.md,1,lusci,stem,
luscious,Words/l/luscious.md,2,ous,suffix,充满
lush,Words/l/lush.md,1,lush,word,
lust,Words/l/lust.md,1,lust,word,
luster,Words/l/luster.md,1,lust,stem,
luster,Words/l/luster.md,2,er,suffix,人/比较级
lutheran,Words/l/lutheran.md,1,lutheran,word,
luxurious,Words/l/luxurious.md,1,luxuri,stem,
luxurious,Words/l/luxurious.md,2,ous,suffix,充满
luxury,Words/l/luxury.md,1,luxur,stem,
luxury,Words/l/luxury.md,2,y,suffix,形容词/名词后缀
lying,Words/l/lying.md,1,lying,word,
lymph,Words/l/lymph.md,1,lymph,word,
lymphoma,Words/l/lymphoma.md,1,lymphoma,word,
lynch,Words/l/lynch.md,1,lynch,word,
lynching,Words/l/lynching.md,1,lynch,stem,
lynching,Words/l/lynching.md,2,ing,suffix,进行/名词
lyric,Words/l/lyric.md,1,lyr,stem,
lyric,Words/l/lyric.md,2,ic,suffix,形容词后缀
lyrical,Words/l/lyrical.md,1,lyr,stem,
lyrical,Words/l/lyrical.md,2,ical,suffix,形容词后缀
lyrics,Words/l/lyrics.md,1,lyrics,word,
macabre,Words/m/macabre.md,1,macabre,word,
macaroni,Words/m/macaroni.md,1,macaroni,word,
machete,Words/m/machete.md,1,machete,word,
machine,Words/m/machine.md,1,machine,word,
machinery,Words/m/machinery.md,1,machiner,stem,
machinery,Words/m/machinery.md,2,y,suffix,形容词/名词后缀
machinist,Words/m/machinist.md,1,machin,stem,
machinist,Words/m/machinist.md,2,ist,suffix,人
macho,Words/m/macho.md,1,macho,word,
mackerel,Words/m/mackerel.md,1,mackerel,word,
macro,Words/m/macro.md,1,macro,word,
macroeconomic,Words/m/macroeconomic.md,1,macro,prefix,大
macroeconomic,Words/m/macroeconomic.md,2,econom,stem,
macroeconomic,Words/m/macroeconomic.md,3,ic,suffix,形容词后缀
mad,Words/m/mad.md,1,mad,word,
madam,Words/m/madam.md,1,madam,word,
