id,word,example_no,sentence,translation,word_meaning
006251,hairstyle,2,I\'m thinking of changing my hairstyle for the new year.,我正在考虑在新的一年里改变我的发型。,发型
006251,hairstyle,3,The salon offers a wide range of hairstyles to choose from.,沙龙提供多种发型可供选择。,发型
006252,hairy,1,The dog has a hairy coat.,这只狗有一件毛茸茸的皮毛。,多毛的；毛茸茸的
006252,hairy,2,He had a hairy experience climbing that mountain.,他攀登那座山的经历令人毛骨悚然。,惊险的；困难的
006252,hairy,3,The caterpillar is very hairy.,毛毛虫的毛非常多。,多毛的；长满毛的
006253,half,1,Half of the cake has been eaten.,蛋糕的一半已经被吃掉了。,一半
006253,half,2,It\'s half past three.,现在是三点半。,半
006253,half,3,I drank half a bottle of water.,我喝了半瓶水。,一半
006254,halfway,1,We met halfway between our houses.,我们在我们家的中间相遇了。,在中途；在中间
006254,halfway,2,The project is only halfway completed.,该项目仅完成一半。,一半的；部分完成的
006254,halfway,3,He stopped halfway through the race.,他在比赛中途停了下来。,在中途
006255,halibut,1,The halibut is a large flatfish.,大比目鱼是一种大型比目鱼。,大比目鱼
006255,halibut,2,We caught a huge halibut on our fishing trip.,我们在钓鱼之旅中捕获了一条巨大的大比目鱼。,大比目鱼
006255,halibut,3,The chef prepared a delicious dish with halibut.,厨师用大比目鱼准备了一道美味的菜肴。,大比目鱼
006256,hall,1,The hall was filled with people.,大厅里挤满了人。,大厅
006256,hall,2,She walked down the long hall to her room.,她沿着长长的走廊走到自己的房间。,走廊
006256,hall,3,The concert hall has excellent acoustics.,音乐厅音响效果极佳。,音乐厅
006257,hallmark,1,The quality of the craftsmanship is the hallmark of this brand.,精湛的工艺品质是这个品牌的标志。,特点；特征；标志
006257,hallmark,2,The hallmark of a good leader is the ability to inspire others.,优秀领导者的标志是激励他人的能力。,标志；特征
006257,hallmark,3,The fine detail in the painting is its hallmark.,这幅画的精美细节是其标志。,特征；特点
006258,hallowed,1,The hallowed halls of the university are filled with history.,大学神圣的大厅充满了历史。,神圣的
006258,hallowed,2,This hallowed ground is where many soldiers made the ultimate sacrifice.,这片神圣的土地是许多士兵做出最终牺牲的地方。,神圣的
006258,hallowed,3,The hallowed tradition has been passed down for generations.,这一神圣的传统已经代代相传。,神圣的
006259,hallucination,1,The patient reported having vivid hallucinations after taking the medication.,患者报告服药后出现生动的幻觉。,幻觉
006259,hallucination,2,His story sounded like a hallucination rather than a real experience.,他的故事听起来像是幻觉而不是真实的经历。,幻觉
006259,hallucination,3,The long isolation caused her to have occasional hallucinations.,长期的与世隔绝，让她时不时会产生幻觉。,幻觉
006260,hallway,1,I met her in the hallway of the school.,我在学校的走廊里遇见了她。,走廊；过道；门厅
006260,hallway,2,The hallway was filled with smoke.,走廊里充满了烟雾。,走廊
006260,hallway,3,He walked quickly along the hallway to his office.,他沿着走廊快步朝自己的办公室走去。,走廊
006261,halo,1,The angel had a beautiful halo above her head.,天使的头顶上有一圈美丽的光环。,光环
006261,halo,2,The sun\'s halo appeared during the eclipse.,日食期间出现了太阳的光环。,光环
006261,halo,3,The saint was depicted with a halo in the painting.,画中的圣人被描绘成带着光环。,光环
006262,halt,1,The train came to a halt at the station.,火车在车站停了下来。,停止；停下
006262,halt,2,The government has ordered a halt to the military operation.,政府已下令停止军事行动。,使停止；制止
006262,halt,3,Work on the project came to a halt when the funding was cut.,当资金被削减时，该项目的工作就停止了。,停止；暂停
006263,halter,1,She wore a halter top and jeans to the party.,她穿着吊带上衣和牛仔裤去参加聚会。,露背装
006263,halter,2,The horse was led by a halter.,马被缰绳牵着。,缰绳
006263,halter,3,He adjusted the halter on the donkey.,他调整了驴身上的缰绳。,缰绳
006264,halting,1,"He spoke in a halting manner, as if he were unsure of himself.",他说话的语气结结巴巴，仿佛对自己也没有信心。,踌躇的；迟疑不决的
006264,halting,2,The halting progress of the project was causing concern.,该项目进展停滞引起担忧。,缓慢的；断断续续的
006264,halting,3,Her halting steps showed that she was exhausted.,她那步履蹒跚的脚步表明她已经筋疲力尽了。,蹒跚的；不稳定的
006265,halve,1,"If you halve 10, you get 5.",如果你把 10 减半，你会得到 5。,把\...\...减半
006265,halve,2,The company managed to halve its debts within a year.,该公司设法在一年内将债务减半。,使\...\...减半
006265,halve,3,We need to halve the recipe as there are only two of us.,我们需要将食谱减半，因为我们只有两个人。,将\...\...减半
006266,ham,1,I had a slice of ham for breakfast.,我早餐吃了一片火腿。,火腿
006266,ham,2,The actor\'s performance was a bit ham.,演员的表演有点火腿。,做作的表演
006266,ham,3,He is a real ham when it comes to telling jokes.,在讲笑话方面，他真是个火腿。,爱表现的人，活宝
006267,hamburger,1,I had a hamburger for lunch.,我午餐吃了一个汉堡。,汉堡包
006267,hamburger,2,The hamburger at this restaurant is very delicious.,这家餐厅的汉堡非常好吃。,汉堡包
006267,hamburger,3,He ordered two hamburgers and a coke.,他点了两个汉堡和一杯可乐。,汉堡包
006268,hamlet,1,The hamlet was hidden deep in the mountains.,这个小村庄隐藏在大山深处。,小村庄
006268,hamlet,2,He grew up in a peaceful hamlet.,他在一个安静的小村庄里长大。,小村庄
006268,hamlet,3,The old man told us stories about his hamlet.,老人给我们讲了他的村庄的故事。,村庄
006269,hammer,1,He used a hammer to drive the nail into the wall.,他用锤子把钉子钉进墙上。,锤子
006269,hammer,2,The boxer hammered his opponent with powerful punches.,拳击手用强有力的拳头重击对手。,猛击
006269,hammer,3,She hammered out a metal sheet to make a sculpture.,她敲出一块金属板来制作雕塑。,锤打
006270,hammock,1,I lay in the hammock and enjoyed the gentle breeze.,我躺在吊床上，享受着柔和的微风。,吊床
006270,hammock,2,The hammock swung gently between the two trees.,吊床在两棵树之间轻轻摇晃。,吊床
006270,hammock,3,She fell asleep quickly in the hammock under the shade of the tree.,她在树荫下的吊床上很快就睡着了。,吊床
006271,hamper,1,The bad weather hampered our travel plans.,恶劣的天气阻碍了我们的旅行计划。,妨碍；阻碍
006271,hamper,2,The heavy box hampered her movement.,沉重的箱子阻碍了她的行动。,妨碍；牵制
006271,hamper,3,Lack of funds seriously hampered the project\'s progress.,资金匮乏严重阻碍了项目的进展。,阻碍；束缚
006272,hamster,1,The hamster is running on the wheel in its cage.,仓鼠在笼子里的轮子上奔跑。,仓鼠
006272,hamster,2,I bought a cute hamster as a pet for my daughter.,我给女儿买了一只可爱的仓鼠作为宠物。,仓鼠
006272,hamster,3,The hamster hides food in its cheek pouches.,仓鼠将食物藏在颊囊中。,仓鼠
006273,hamstring,1,The injury to his hamstring forced him to withdraw from the race.,他的腿筋受伤迫使他退出了比赛。,腿筋
006273,hamstring,2,She tried to stretch her hamstrings before the workout.,她在锻炼前尝试伸展腿筋。,腿筋
006273,hamstring,3,The athlete\'s hamstring problem has been bothering him for months.,这位运动员的腿筋问题已经困扰他几个月了。,腿筋
006274,hand,1,She held the book in her hand.,她手里拿着那本书。,手
006274,hand,2,Please hand me that pen.,请把那支笔递给我。,传递
006274,hand,3,He has a good hand in writing.,他写作手法不错。,手法；技能
006275,handbag,1,She carried a stylish handbag to the party.,她带着一个时尚的手提包去参加聚会。,手提包
006275,handbag,2,The thief snatched her handbag and ran away.,小偷抢走了她的手提包然后跑了。,手提包
006275,handbag,3,I need to buy a new handbag for work.,我需要为工作买一个新手提包。,手提包
006276,handbook,1,The student referred to the handbook for exam guidelines.,这位学生参考手册获取考试指南。,手册；指南
006276,handbook,2,The company issued a new employee handbook.,公司发布了新的员工手册。,手册；指南
006276,handbook,3,The handbook provides useful information on local attractions.,这本手册提供了有关当地景点的有用信息。,手册；指南
006277,handcuff,1,The police handcuffed the suspect to prevent him from escaping.,警察给嫌疑犯戴上手铐以防他逃跑。,给\...\...戴上手铐
006277,handcuff,2,He was handcuffed and led away by the officers.,他被戴上手铐并被警察带走了。,戴上手铐
006277,handcuff,3,The thief was handcuffed to the radiator until the police arrived.,在警察到来之前，小偷被铐在了暖气片上。,用手铐铐住
006278,handful,1,A handful of students were chosen for the special program.,少数几个学生被选入了这个特别项目。,少数
006278,handful,2,She grabbed a handful of candies from the bowl.,她从碗里抓了一把糖果。,一把
006278,handful,3,The problem is only a handful compared to the others.,与其他问题相比，这个问题只是少数。,少量
006279,handgun,1,The criminal was armed with a handgun.,这个罪犯手持一把手枪。,手枪
006279,handgun,2,He keeps a handgun in his drawer for self-defense.,他在抽屉里放了一把手枪用于自卫。,手枪
006279,handgun,3,The police found a hidden handgun in the suspect\'s car.,警察在嫌疑人的车里发现了一把藏着的手枪。,手枪
