id,word,pos,uk,us,meaning,file
010707,protein,n.,\'prəʊtiːn,\'protin,n.[生化]蛋白质adj.蛋白质的,C:\GTT\EnglishDB\Words\p\protein.md
010708,protest,n.,ˈprəʊtest; prəˈtest,prəˈtɛst;protɛst,"n.主张,断言,抗议v.主张,断言抗议,拒付",C:\GTT\EnglishDB\Words\p\protest.md
010709,protocol,n.,\'prəʊtəkɒl,\'protə\'kɔl,"n.草案,协议",C:\GTT\EnglishDB\Words\p\protocol.md
010710,proton,n.,\'prəʊtɒn,\'protɑn,n.[核]质子,C:\GTT\EnglishDB\Words\p\proton.md
010711,prototype,n.,\'prəʊtətaɪp,\'protə\'taɪp,n.原型,C:\GTT\EnglishDB\Words\p\prototype.md
010712,protracted,adj.,prə\'træktɪd,prə\'træktɪd,adj.拖延的,C:\GTT\EnglishDB\Words\p\protracted.md
010713,protrude,v.,prə\'truːd,pro\'trud,v.突出,C:\GTT\EnglishDB\Words\p\protrude.md
010714,proud,adj.,praʊd,praʊd,"adj.自豪的,得意的,骄傲的,妄自尊大的",C:\GTT\EnglishDB\Words\p\proud.md
010715,proudly,adv.,ˈpraʊdli,ˈpraʊdli,adv.骄傲地,C:\GTT\EnglishDB\Words\p\proudly.md
010716,prove,vt.,pruːv,pruv,"vt.证明,证实,检验,考验vi.原来(是),证明(是)",C:\GTT\EnglishDB\Words\p\prove.md
010717,proven,vbl.,\'pruːvən,pruvən,vbl.prove的过去分词,C:\GTT\EnglishDB\Words\p\proven.md
010718,provenance,n.,\'prɒv(ə)nəns,\'prɑvənəns,"n.起源,出处",C:\GTT\EnglishDB\Words\p\provenance.md
010719,proverb,n.,\'prɒvɜːb,\'prɑvɝb,n.谚语,C:\GTT\EnglishDB\Words\p\proverb.md
010720,proverbial,adj.,prə\'vɜːbɪəl,prə\'vɝbɪəl,"adj.谚语的,谚语式的,众所周知的,公认的",C:\GTT\EnglishDB\Words\p\proverbial.md
010721,provide,v.,prə\'vaɪd,prə\'vaɪd,"v.供应,供给,准备,预防,规定",C:\GTT\EnglishDB\Words\p\provide.md
010722,provided,conj.,prə\'vaɪdɪd,prə\'vaɪdɪd,conj.倘若,C:\GTT\EnglishDB\Words\p\provided.md
010723,provider,n.,prə\'vaɪdə,prə\'vaɪdɚ,"n.供给者,供应者,养家者",C:\GTT\EnglishDB\Words\p\provider.md
010724,providing,conj.,prə\'vaɪdɪŋ,prə\'vaɪdɪŋ,conj.倘若,C:\GTT\EnglishDB\Words\p\providing.md
010725,province,n.,\'prɒvɪns,\'prɑvɪns,n.省(一个国家的大行政区),C:\GTT\EnglishDB\Words\p\province.md
010726,provincial,adj.,prə\'vɪnʃ(ə)l,prə\'vɪnʃl,adj.省的,C:\GTT\EnglishDB\Words\p\provincial.md
010727,provision,n.,prə\'vɪʒ(ə)n,prə\'vɪʒn,"n.供应,(一批)供应品,预备,防备,规定",C:\GTT\EnglishDB\Words\p\provision.md
010728,provisional,adj.,prə\'vɪʒ(ə)n(ə)l,prə\'vɪʒənl,adj.临时的,C:\GTT\EnglishDB\Words\p\provisional.md
010729,provocation,n.,",prɒvə\'keɪʃ(ə)n",",prɑvə\'keʃən","n.激怒,刺激,挑衅,挑拨",C:\GTT\EnglishDB\Words\p\provocation.md
010730,provocative,adj.,prə\'vɒkətɪv,prə\'vɑkətɪv,adj.煽动的n.刺激物,C:\GTT\EnglishDB\Words\p\provocative.md
010731,provoke,vt.,prə\'vəʊk,prə\'vok,"vt.激怒,挑拨,煽动,惹起,驱使",C:\GTT\EnglishDB\Words\p\provoke.md
010732,provost,n.,\'prɒvəst,\'provost,"n.宪兵司令,监狱看守,教务长",C:\GTT\EnglishDB\Words\p\provost.md
010733,prowess,n.,\'praʊɪs,\'praʊəs,n.威力,C:\GTT\EnglishDB\Words\p\prowess.md
010734,prowl,v.,praʊl,praʊl,v.巡游,C:\GTT\EnglishDB\Words\p\prowl.md
010735,proximal,adj.,\'prɒksɪm(ə)l,\'prɑksɪməl,adj.最接近的,C:\GTT\EnglishDB\Words\p\proximal.md
010736,proximity,n.,prɒk\'sɪmɪtɪ,prɑk\'sɪməti,"n.接近,亲近",C:\GTT\EnglishDB\Words\p\proximity.md
010737,proxy,n.,\'prɒksɪ,\'prɑksi,n.代理人,C:\GTT\EnglishDB\Words\p\proxy.md
010738,prudence,n.,\'pruːd(ə)ns,\'prʊdns,n.审慎 Prudence 普鲁登斯(女子名),C:\GTT\EnglishDB\Words\p\prudence.md
010739,prudent,adj.,\'pruːd(ə)nt,\'prʊdnt,adj.谨慎的,C:\GTT\EnglishDB\Words\p\prudent.md
010740,prune,v.,pruːn,prun,v.剪除,C:\GTT\EnglishDB\Words\p\prune.md
010741,pruning,n.,\'pruːnɪŋ,\'prʊnɪŋ,"n.修枝,剪枝,修剪",C:\GTT\EnglishDB\Words\p\pruning.md
010742,pseudonym,n.,\'sjuːdənɪm,\'sudənɪm,"n.假名,笔名",C:\GTT\EnglishDB\Words\p\pseudonym.md
010743,psyche,n.,\'saɪkɪ,\'saɪki,"n. 心智,灵魂,心灵,精神",C:\GTT\EnglishDB\Words\p\psyche.md
010744,psychedelic,adj.,",saɪkə\'delɪk; -\'diːlɪk",\'saɪkə\'dɛlɪk,"adj.起幻觉的,迷幻的n.迷幻剂",C:\GTT\EnglishDB\Words\p\psychedelic.md
010745,psychiatric,adj.,",saɪkɪ\'ætrɪk",",saɪkɪ\'ætrɪk","adj.精神病学的,精神病治疗的",C:\GTT\EnglishDB\Words\p\psychiatric.md
010746,psychiatrist,n.,saɪ\'kaɪətrɪst,saɪ\'kaɪətrɪst,"n.精神病医师,精神病学家",C:\GTT\EnglishDB\Words\p\psychiatrist.md
010747,psychiatry,n.,saɪ\'kaɪətrɪ,saɪ\'kaɪətri,"n.精神病学,精神病治疗法",C:\GTT\EnglishDB\Words\p\psychiatry.md
010748,psychic,adj.,\'saɪkɪk,\'saɪkɪk,adj.精神的,C:\GTT\EnglishDB\Words\p\psychic.md
010749,psycho,n.,\'saɪkəʊ,\'saɪko,n.心理学adj.心理学的,C:\GTT\EnglishDB\Words\p\psycho.md
010750,psychoanalysis,n.,",saɪkəʊə\'nælɪsɪs",\'saɪkoə\'næləsɪs,n.心理分析,C:\GTT\EnglishDB\Words\p\psychoanalysis.md
010751,psychoanalytic,adj.,ˌsaɪkəʊˌænəˈlɪtɪk,ˌsaɪkoʊˌænəˈlɪtɪk,adj.心理分析的,C:\GTT\EnglishDB\Words\p\psychoanalytic.md
010752,psychological,adj.,saɪkə\'lɒdʒɪk(ə)l,",saɪkə\'lɑdʒɪkl",adj.心理(上)的,C:\GTT\EnglishDB\Words\p\psychological.md
010753,psychologically,adv.,saɪ\'kɒlədʒɪklɪ,saɪkə\'lɑdʒɪkli,"adv.心理上地,心理学地",C:\GTT\EnglishDB\Words\p\psychologically.md
010754,psychologist,n.,saɪ\'kɒlədʒɪst,saɪ\'kɑlədʒɪst,n.心理学者,C:\GTT\EnglishDB\Words\p\psychologist.md
010755,psychology,n.,saɪ\'kɒlədʒɪ,saɪ\'kɑlədʒi,"n.心理学,心理状态",C:\GTT\EnglishDB\Words\p\psychology.md
010756,psychometric,adj.,ˌsaɪkəˈmetrɪk,ˌsaɪkəˈmetrɪk,"adj.心理测量的,心理测量学的",C:\GTT\EnglishDB\Words\p\psychometric.md
010757,psychopath,n.,\'saɪkəpæθ,\'saɪkəpæθ,n.精神病患者,C:\GTT\EnglishDB\Words\p\psychopath.md
010758,psychopathology,n.,",saɪkəʊpə\'θɒlədʒɪ",",saɪkopə\'θɑlədʒi",n.精神病理学,C:\GTT\EnglishDB\Words\p\psychopathology.md
010759,psychosis,n.,saɪ\'kəʊsɪs,saɪ\'kosɪs,n.精神,C:\GTT\EnglishDB\Words\p\psychosis.md
010760,psychotherapist,n.,ˌsaɪkəʊˈθerəpɪst,ˌsaɪkoʊˈθerəpɪst,n.精神治疗医师,C:\GTT\EnglishDB\Words\p\psychotherapist.md
010761,psychotherapy,n.,saɪkə(ʊ)\'θerəpɪ,",saɪko\'θɛrəpi","n.精神疗法,心理疗法",C:\GTT\EnglishDB\Words\p\psychotherapy.md
010762,psychotic,adj.,saɪ\'kɒtɪk,saɪ\'kɑtɪk,adj.精神病的n.精神病患者,C:\GTT\EnglishDB\Words\p\psychotic.md
010763,pub,n.,pʌb,pʌb,"n.酒馆,客栈",C:\GTT\EnglishDB\Words\p\pub.md
010764,puberty,n.,\'pjuːbətɪ,\'pjubɚti,n.青春期,C:\GTT\EnglishDB\Words\p\puberty.md
010765,pubic,adj.,\'pjuːbɪk,\'pjubɪk,"adj.阴毛的,[解]阴部的,耻骨的",C:\GTT\EnglishDB\Words\p\pubic.md
010766,public,n.,\'pʌblɪk,\'pʌblɪk,"n.公众,(特定的)人群,公共场所adj.公众的,公共的,公立的,公用的",C:\GTT\EnglishDB\Words\p\public.md
010767,publication,n.,",pʌblɪ\'keɪʃ(ə)n",",pʌblɪ\'keʃən","n.出版物,出版,发行,公布,发表",C:\GTT\EnglishDB\Words\p\publication.md
010768,publicist,n.,\'pʌblɪsɪst,\'pʌblɪsɪst,"n.国际法专家,政评作家,广告员",C:\GTT\EnglishDB\Words\p\publicist.md
010769,publicity,n.,pʌb\'lɪsɪtɪ,pʌb\'lɪsəti,n.公开,C:\GTT\EnglishDB\Words\p\publicity.md
010770,publicize,v.,ˈpʌblɪsaɪz,ˈpʌblɪsaɪz,v.宣扬,C:\GTT\EnglishDB\Words\p\publicize.md
010771,publicly,adv.,\'pʌblɪkli,\'pʌblɪkli,"adv.公然地,舆论上",C:\GTT\EnglishDB\Words\p\publicly.md
010772,publish,v.,\'pʌblɪʃ,\'pʌblɪʃ,"v.出版,刊印vt.公布,发表",C:\GTT\EnglishDB\Words\p\publish.md
010773,publisher,n.,\'pʌblɪʃə,\'pʌblɪʃɚ,"n.出版者,发行人 /n.出版者/订阅者",C:\GTT\EnglishDB\Words\p\publisher.md
010774,publishing,adj.,\'pʌblɪʃɪŋ,\'pʌblɪʃɪŋ,"adj.出版的,出版业的",C:\GTT\EnglishDB\Words\p\publishing.md
010775,puck,n.,pʌk,pʌk,n. (故事中的)恶作剧的小精灵,C:\GTT\EnglishDB\Words\p\puck.md
010776,pucker,v.,\'pʌkə,\'pʌkɚ,v.折叠n.皱纹,C:\GTT\EnglishDB\Words\p\pucker.md
010777,pudding,n.,\'pʊdɪŋ,\'pʊdɪŋ,"n.布丁(一种以面粉,牛奶,鸡蛋等为基料的糊壮甜食)",C:\GTT\EnglishDB\Words\p\pudding.md
010778,puddle,n.,\'pʌd(ə)l,\'pʌdl,"n.水坑,胶土,污水坑,vt.搅浊,混凝vi.捣成泥浆",C:\GTT\EnglishDB\Words\p\puddle.md
010779,pudgy,adj.,\'pʌdʒɪ,\'pʌdʒi,adj.矮胖的,C:\GTT\EnglishDB\Words\p\pudgy.md
010780,pueblo,n.,\'pwebləʊ,pjʊ\'ɛblo,n.印第安人村庄,C:\GTT\EnglishDB\Words\p\pueblo.md
010781,puff,n.,pʌf,pʌf,"n.一阵喷烟,肿块,蓬松,吹嘘,宣传广告v.喷出,张开,夸张,(使)膨胀,(使)骄傲,喘息,鼓吹,吹捧",C:\GTT\EnglishDB\Words\p\puff.md
010782,puffy,adj.,\'pʌfɪ,\'pʌfi,"adj.一阵阵吹的,气喘吁吁的,膨胀的,自大的,",C:\GTT\EnglishDB\Words\p\puffy.md
010783,puke,n.,pjuːk,pjuk,"n.呕吐,呕吐物,吐剂v.呕吐",C:\GTT\EnglishDB\Words\p\puke.md
010784,pull,v.,pʊl,pʊl,"v.拉,拖,拔n.拉,拖,拉力,牵引力",C:\GTT\EnglishDB\Words\p\pull.md
010785,pulley,n.,\'pʊlɪ,\'pʊli,"n.滑车,滑轮",C:\GTT\EnglishDB\Words\p\pulley.md
010786,pulmonary,adj.,\'pʌlmən(ə)rɪ,\'pʌlmənɛri,adj.肺部的,C:\GTT\EnglishDB\Words\p\pulmonary.md
010787,pulp,n.,pʌlp,pʌlp,"n.(水果的)果肉,纸浆vt.使化成纸浆,除去\...果肉,vi.变成纸浆",C:\GTT\EnglishDB\Words\p\pulp.md
010788,pulpit,n.,\'pʊlpɪt,\'pʊlpɪt,n.(教堂的)讲道坛,C:\GTT\EnglishDB\Words\p\pulpit.md
010789,pulsar,n.,\'pʌlsɑː,\'pʌlsɑr,n.[天]脉冲星,C:\GTT\EnglishDB\Words\p\pulsar.md
010790,pulse,n.,pʌls,pʌls,"n.脉搏,脉冲",C:\GTT\EnglishDB\Words\p\pulse.md
010791,pummel,vt.,\'pʌm(ə)l,\'pʌml,"vt.击,打,用拳头连续揍n.(=pommel)(刀把或剑柄的)圆头,球壮末端,(马鞍的)前鞍桥",C:\GTT\EnglishDB\Words\p\pummel.md
010792,pump,n.,pʌmp,pʌmp,"n.泵,抽水机vt.(用泵)抽(水),抽吸",C:\GTT\EnglishDB\Words\p\pump.md
010793,pumpkin,n.,ˈpʌmpkɪn,\'pʌmpkɪn,n.南瓜,C:\GTT\EnglishDB\Words\p\pumpkin.md
010794,pun,n.,pʌn,pʌn,n.双关语vi.说双关语vt.用双关语,C:\GTT\EnglishDB\Words\p\pun.md
010795,punch,n.,pʌntʃ,pʌntʃ,"n.冲压机,冲床,打孔机vt.冲孔,打孔",C:\GTT\EnglishDB\Words\p\punch.md
010796,punctuate,v.,\'pʌŋ(k)tʃʊeɪt,ˈpʌŋktʃuet,"v.加标点于,不时打断vi.使用标点,加标点",C:\GTT\EnglishDB\Words\p\punctuate.md
010797,punctuation,n.,pʌŋ(k)tʃʊ\'eɪʃ(ə)n; -tjʊ-,\'pʌŋktʃʊ\'eʃən,"n.标点,标点符号",C:\GTT\EnglishDB\Words\p\punctuation.md
010798,puncture,n.,\'pʌŋ(k)tʃə,\'pʌŋktʃɚ,n.小孔v.刺破,C:\GTT\EnglishDB\Words\p\puncture.md
010799,pundit,n.,\'pʌndɪt,\'pʌndɪt,"n.印度学者,梵文学家,博学者",C:\GTT\EnglishDB\Words\p\pundit.md
010800,pungent,adj.,\'pʌn(d)ʒ(ə)nt,\'pʌndʒənt,"adj.(指气味、味道)刺激性的,辛辣的,尖锐的,苦痛的,严厉的",C:\GTT\EnglishDB\Words\p\pungent.md
010801,punish,vt.,\'pʌnɪʃ,\'pʌnɪʃ,"vt.惩罚,处罚",C:\GTT\EnglishDB\Words\p\punish.md
010802,punishment,n.,\'pʌnɪʃm(ə)nt,\'pʌnɪʃmənt,"n.惩罚,处罚,惩处",C:\GTT\EnglishDB\Words\p\punishment.md
010803,punitive,adj.,\'pjuːnɪtɪv,\'pjʊnətɪv,"adj.刑罚的,惩罚性的",C:\GTT\EnglishDB\Words\p\punitive.md
010804,punk,n.,pʌŋk,pʌŋk,"n.废物,小阿飞,年轻无知得人adj.无用的,低劣的 朋客,崩客",C:\GTT\EnglishDB\Words\p\punk.md
010805,punt,n.,pʌnt,pʌnt,"n.平底船,撑船,[足][橄]踢悬空球(球未落地前踢出)v.踢凌空球",C:\GTT\EnglishDB\Words\p\punt.md
010806,punter,n.,\'pʌntə,\'pʌntɚ,"n.用篙撑船的人,船夫",C:\GTT\EnglishDB\Words\p\punter.md
010807,puny,adj.,\'pjuːnɪ,\'pjuni,"adj.小的,弱的,微不足道的",C:\GTT\EnglishDB\Words\p\puny.md
010808,pup,n.,pʌp,pʌp,"n.小狗,幼畜,自负的傻小子v.生小狗",C:\GTT\EnglishDB\Words\p\pup.md
010809,pupil,n.,ˈpjuːpəl,ˈpjupəl,"n.学生,小学生,瞳孔",C:\GTT\EnglishDB\Words\p\pupil.md
010810,puppet,n.,\'pʌpɪt,\'pʌpɪt,"n.傀儡,木偶",C:\GTT\EnglishDB\Words\p\puppet.md
010811,puppy,n.,\'pʌpɪ,\'pʌpi,"n.(常指未满一岁的)小狗,小动物,自负的青年",C:\GTT\EnglishDB\Words\p\puppy.md
010812,purchase,vt.,\'pɜ:tʃəs,\'pɝtʃəs,"vt.买,购买n.买,购买",C:\GTT\EnglishDB\Words\p\purchase.md
010813,purchaser,n.,\'pɜːtʃɪsə(r),\'pɝtʃəsɚ,"n.买方,购买者",C:\GTT\EnglishDB\Words\p\purchaser.md
010814,pure,adj.,pjʊə,pjʊr,"adj.纯的,纯粹的,纯净的,无垢的,纯洁的,完美的,抽象的",C:\GTT\EnglishDB\Words\p\pure.md
010815,puree,n.,\'puːrɪ,ˈpjʊəreɪ,"n.菜肴的一种,浓汤v.(将菜,水果等)煮成浓汤,面包的一种",C:\GTT\EnglishDB\Words\p\puree.md
010816,purely,adv.,\'pjʊəlɪ,\'pjʊrli,"adv.纯粹地,完全地",C:\GTT\EnglishDB\Words\p\purely.md
010817,purge,n.,pɜːdʒ,pɝdʒ,"n.净化,清除,泻药v.(使)净化,清除,肃清,(使)通便",C:\GTT\EnglishDB\Words\p\purge.md
010818,purification,n.,",pjʊərɪfɪ\'keɪʃən",",pjʊrəfə\'keʃən",n.净化,C:\GTT\EnglishDB\Words\p\purification.md
010819,purify,vt.,\'pjʊərɪfaɪ,\'pjʊrɪfaɪ,vt.使纯净v.净化,C:\GTT\EnglishDB\Words\p\purify.md
010820,purist,n.,\'pjʊərɪst,\'pjʊrɪst,n.纯化论者,C:\GTT\EnglishDB\Words\p\purist.md
010821,purity,n.,\'pjʊərɪtɪ,\'pjʊrəti,"n.纯净,纯洁,纯度",C:\GTT\EnglishDB\Words\p\purity.md
010822,purple,adj.,\'pɜːp(ə)l,\'pɝpl,adj.紫色的n.紫色,C:\GTT\EnglishDB\Words\p\purple.md
010823,purport,n.,pə\'pɔːt,\'pɝpɔt,n.主旨v.声称,C:\GTT\EnglishDB\Words\p\purport.md
010824,purported,adj.,pəˈpɔːtɪd,pərˈpɔːrtɪd,"adj.传说的,谣传的",C:\GTT\EnglishDB\Words\p\purported.md
010825,purportedly,adv.,pəˈpɔːtɪdli,pərˈpɔːrtɪdli,adv.据称,C:\GTT\EnglishDB\Words\p\purportedly.md
010826,purpose,n.,\'pɜːpəs,\'pɝpəs,"n.目的,意图,用途,效果,决心,意志vt.打算,企图,决心",C:\GTT\EnglishDB\Words\p\purpose.md
010827,purposeful,adj.,\'pɜːpəsfʊl; -f(ə)l,\'pɝpəsfl,adj.有目的的,C:\GTT\EnglishDB\Words\p\purposeful.md
010828,purposely,adv.,\'pɜːpəslɪ,\'pɝpəsli,adv.故意地,C:\GTT\EnglishDB\Words\p\purposely.md
010829,purr,v.,pɜː,pɝ,"v.咕噜咕噜叫,发出喉音n.咕噜咕噜声",C:\GTT\EnglishDB\Words\p\purr.md
010830,purse,n.,pɜːs,pɝs,n.钱包,C:\GTT\EnglishDB\Words\p\purse.md
010831,pursuant,adj.,pə\'sjuːənt,pɚ\'suənt,"adj.追踪的,依照的",C:\GTT\EnglishDB\Words\p\pursuant.md
010832,pursue,vt.,pə\'sjuː,pə\'sʊ,"vt.追赶,追踪,追击,继续,从事",C:\GTT\EnglishDB\Words\p\pursue.md
010833,pursuer,n.,pə\'sjuːə(r),pɚ\'suɚ,"n.追随者,追求者,研究者",C:\GTT\EnglishDB\Words\p\pursuer.md
010834,pursuit,n.,pə\'sjuːt,pɚ\'sut,n.追击,C:\GTT\EnglishDB\Words\p\pursuit.md
010835,purveyor,n.,pəˈveɪə(r),pərˈveɪər,"n.承办商,伙食承办商",C:\GTT\EnglishDB\Words\p\purveyor.md
010836,purview,n.,\'pɜːvjuː,\'pɝvju,n.范围,C:\GTT\EnglishDB\Words\p\purview.md
010837,push,n.,pʊʃ,pʊʃ,"n.推,推动,奋发,干劲,进取心,攻击vt.推,推动,推行,逼迫,增加vi.推,推进,增加,努力争取",C:\GTT\EnglishDB\Words\p\push.md
010838,pushy,adj.,\'pʊʃɪ,\'pʊʃi,adj.有进取心的,C:\GTT\EnglishDB\Words\p\pushy.md
010839,pussy,n.,\'pʊsɪ,\'pʊsi,"n.猫,小姑娘adj.多脓的,似脓的n.\<粗>\<俚>女阴,阴户",C:\GTT\EnglishDB\Words\p\pussy.md
010840,put,vt.,pʊt,pʊt,"vt.放,摆,安置,表达,迫使,移动,提出,赋予vi.出发,航行,发芽,击n.掷,投击,笨蛋,怪人 vbl.put的过去式和过去分词adj.固定不动的",C:\GTT\EnglishDB\Words\p\put.md
010841,putative,adj.,\'pjuːtətɪv,\'pjʊtətɪv,"adj.推定的,假定的,被公认的",C:\GTT\EnglishDB\Words\p\putative.md
010842,putt,n.,pʌt,pʌt,n.轻轻一击(入洞)vt.vi.轻轻击球入洞,C:\GTT\EnglishDB\Words\p\putt.md
010843,putter,n.,\'pʌtə,\'pʌtɚ,"n.置放者,(高尔夫球)轻击棒vi.闲荡.行为懒散,vt.混过",C:\GTT\EnglishDB\Words\p\putter.md
010844,puzzle,n.,\'pʌz(ə)l,\'pʌzl,"n.难题,谜v.(使)迷惑,(使)为难,迷惑不解",C:\GTT\EnglishDB\Words\p\puzzle.md
010845,puzzlement,n.,ˈpʌzlmənt,ˈpʌzlmənt,n.迷惑,C:\GTT\EnglishDB\Words\p\puzzlement.md
010846,puzzling,adj.,ˈpʌzlɪŋ,ˈpʌzlɪŋ,"adj.使迷惑的,使莫明其妙的",C:\GTT\EnglishDB\Words\p\puzzling.md
010847,pyramid,n.,\'pɪrəmɪd,\'pɪrəmɪd,"n.角锥、棱椎,金字塔,叠罗汉v.(使)成金字塔状,(使)渐增,(使)上涨",C:\GTT\EnglishDB\Words\p\pyramid.md
010848,python,n.,ˈpaɪθən,ˈpaɪθɑːn,"n.[动]大蟒,巨蟒",C:\GTT\EnglishDB\Words\p\python.md
010849,quad,n.,kwɒd,kwɑd,"n.[印] 空铅,在\...填补空铅n.方庭,四方院子,嵌块",C:\GTT\EnglishDB\Words\q\quad.md
010850,quadrant,n.,\'kwɒdr(ə)nt,\'kwɑdrənt,"n.象限,四分仪 信号区",C:\GTT\EnglishDB\Words\q\quadrant.md
010851,quadruple,adj.,\'kwɒdrʊp(ə)l; kwɒ\'druːp(ə)l,kwɑ\'drupl,"adj.四倍的,四重的,[乐]每小节四拍的n.四倍vt.使成四倍vi.成为四倍",C:\GTT\EnglishDB\Words\q\quadruple.md
010852,quagmire,n.,ˈkwæɡmaɪə(r),ˈkwæɡmaɪər,"n.沼泽,湿地",C:\GTT\EnglishDB\Words\q\quagmire.md
010853,quail,v.,kweɪl,kwel,v.感到恐惧,C:\GTT\EnglishDB\Words\q\quail.md
010854,quaint,adj.,kweɪnt,kwent,"adj.离奇有趣的,奇怪的,做得很精巧的",C:\GTT\EnglishDB\Words\q\quaint.md
010855,quake,n.,kweɪk,kwek,n.地震,C:\GTT\EnglishDB\Words\q\quake.md
010856,qualification,n.,",kwɒlɪfɪ\'keɪʃ(ə)n",",kwɑlɪfɪ\'keʃən","n.资格,条件,限制,限定,赋予资格",C:\GTT\EnglishDB\Words\q\qualification.md
010857,qualified,adj.,\'kwɒlɪfaɪd,\'kwɑlə\'faɪd,adj.有资格的,C:\GTT\EnglishDB\Words\q\qualified.md
010858,qualifier,n.,\'kwɒlɪfaɪə(r),\'kwɑlɪfaɪɚ,"n.合格的人,限定词,限定句",C:\GTT\EnglishDB\Words\q\qualifier.md
010859,qualify,v.,\'kwɒlɪfaɪ,ˈkwɑləˌfaɪ,"v.(使)具有资格,证明合格,限制修饰vt.限制,限定",C:\GTT\EnglishDB\Words\q\qualify.md
010860,qualitative,adj.,\'kwɒlɪtətɪv,\'kwɑlətetɪv,"adj.性质上的,定性的",C:\GTT\EnglishDB\Words\q\qualitative.md
010861,qualitatively,adv.,\'kwɒlɪtətɪvli,\'kwɒlɪtətɪvli,adv.质量上,C:\GTT\EnglishDB\Words\q\qualitatively.md
010862,quality,n.,ˈkwɒlətɪ,\'kwɑləti,"n.质量,品质,性质",C:\GTT\EnglishDB\Words\q\quality.md
010863,qualm,n.,kwɑːm; kwɔːm,kwɑm,n.疑虑,C:\GTT\EnglishDB\Words\q\qualm.md
010864,quandary,n.,\'kwɒnd(ə)rɪ,\'kwɑndəri,"n.困惑,窘境,进退两难",C:\GTT\EnglishDB\Words\q\quandary.md
010865,quantify,vt.,\'kwɒntɪfaɪ,\'kwɑntɪfaɪ,vt.确定数量v.量化,C:\GTT\EnglishDB\Words\q\quantify.md
010866,quantitative,adj.,"\'kwɒntɪ,tətɪv; -,teɪtɪv",\'kwɑntətetɪv,"adj.数量的,定量的",C:\GTT\EnglishDB\Words\q\quantitative.md
010867,quantity,n.,\'kwɒntɪtɪ,\'kwɑntəti,"n.量,数量",C:\GTT\EnglishDB\Words\q\quantity.md
010868,quantum,n.,\'kwɒntəm,\'kwɑntəm,"n.量,额,[物] 量子,量子论 美国昆腾公司,是世界领先的硬盘生产商",C:\GTT\EnglishDB\Words\q\quantum.md
010869,quarantine,n.,\'kwɒrəntiːn,\'kwɔrən\'tin,"n.检疫,隔离,(政治或商业上的)封锁,检疫期间vt.检疫,使在政治或商业上孤立",C:\GTT\EnglishDB\Words\q\quarantine.md
010870,quark,n.,kwɑːk; kwɔːk,kwɑrk,n.夸克(理论上一种比原子更小的基本粒子),C:\GTT\EnglishDB\Words\q\quark.md
010871,quarrel,n.,\'kwɒr(ə)l,\'kwɔrəl,"n.吵架,反目,怨言,争吵的原因vi.吵架,争论,挑剔",C:\GTT\EnglishDB\Words\q\quarrel.md
010872,quarry,n.,\'kwɒrɪ,\'kwɔri,"n.采石场,(知识、消息等的)来源vt.挖出,苦心找出vi.费力地找",C:\GTT\EnglishDB\Words\q\quarry.md
010873,quarter,n.,\'kwɔːtə,\'kwɔrtɚ,"n.四分之一,[常 pl.] 方向,地区,方面,季,季度,一刻钟 num.四分之一,刻",C:\GTT\EnglishDB\Words\q\quarter.md
010874,quarterback,n.,\'kwɔːtəbæk,\'kwɔrtɚbæk,n.[橄榄球] 四分卫vi.担任四分卫,C:\GTT\EnglishDB\Words\q\quarterback.md
010875,quarterfinal,adj.,kwɔːtə\'faɪnl,kwɔːtə\'faɪnl,adj.四分之一决赛的n.四分之一决赛,C:\GTT\EnglishDB\Words\q\quarterfinal.md
010876,quarterly,n.,\'kwɔːtəlɪ,\'kwɔrtɚli,"n.季刊adj.一年四次的,每季的adv.每季地",C:\GTT\EnglishDB\Words\q\quarterly.md
010877,quartet,n.,kwɔː\'tet,kwɔr\'tɛt,"n.四重奏,四重唱,四部合奏(唱)曲",C:\GTT\EnglishDB\Words\q\quartet.md
010878,quartz,n.,kwɔːts,kwɔrts,n.石英,C:\GTT\EnglishDB\Words\q\quartz.md
010879,quasar,n.,\'kweɪzɑː; -sɑː,\'kwezɑr,"n.恒星状球体,类星体",C:\GTT\EnglishDB\Words\q\quasar.md
010880,quash,v.,kwɒʃ,kwɑʃ,v.取消,C:\GTT\EnglishDB\Words\q\quash.md
010881,queasy,adj.,\'kwiːzɪ,\'kwizi,adj.不稳定的,C:\GTT\EnglishDB\Words\q\queasy.md
010882,queen,n.,kwiːn,kwin,"n.王后,女王",C:\GTT\EnglishDB\Words\q\queen.md
010883,queer,n.,kwɪə,kwɪr,"n.同性恋者adj.奇怪的,可疑的,不舒服的vt.搞糟n.同性恋者",C:\GTT\EnglishDB\Words\q\queer.md
010884,quell,v.,kwel,kwɛl,v.镇压,C:\GTT\EnglishDB\Words\q\quell.md
010885,quench,vt.,kwen(t)ʃ,kwɛntʃ,"vt.结束,熄灭,淬火vi.熄灭,平息",C:\GTT\EnglishDB\Words\q\quench.md
010886,query,n.,\'kwɪərɪ,\'kwɪri,"n.质问,询问,怀疑,疑问v.询问,表示怀疑",C:\GTT\EnglishDB\Words\q\query.md
010887,quest,n.,kwest,kwɛst,n.寻求,C:\GTT\EnglishDB\Words\q\quest.md
