id,word,story
006192,gubernatorial,> 想象一个州长（governor）在选举期间，他的竞选团队为了让大家记住他，制作了一个特别的口号，里面包含了'gubernatorial'这个词，强调他的领导能力和治理（gubernatorial）理念。 **想象州长在选举时其团队用包含此词的口号强调其领导和治理理念来辅助记忆**
006193,guerrilla,"> A brave soldier was alone in the forest. He used smart tactics to fight against the enemy like a guerrilla. He hid, attacked suddenly, and then disappeared quickly. The enemy was always confused and couldn\'t catch him. **一位勇敢的士兵独自在森林里。他像游击队员一样运用聪明的战术对抗敌人。他隐藏起来，突然袭击，然后迅速消失。敌人总是困惑不已，抓不住他。**"
006194,guess,"> One day, I found a mystery box. Everyone was trying to guess what was inside. Some said toys, some said books. Finally, I opened it and it was a beautiful cake! We all laughed because no one guessed it right. **有一天，我发现了一个神秘的盒子。每个人都在努力猜测里面是什么。有人说玩具，有人说书。最后，我打开了它，原来是一个漂亮的蛋糕！我们都笑了，因为没人猜对。**"
006195,guest,> A king invited many guests to his castle. One guest was a famous musician who played beautiful music. Everyone was happy to have such wonderful guests. **一位国王邀请了许多客人到他的城堡。其中一位客人是著名的音乐家，演奏了美妙的音乐。每个人都很高兴能有这样出色的客人。**
006196,guidance,"> A lost traveler was wandering in the forest. Just when he felt hopeless, an old wise man appeared and provided guidance. The traveler followed the directions and finally found his way out. The wise man\'s help was like the meaning of \'guidance\'. **一位迷路的旅行者在森林里徘徊。就在他感到绝望时，一位睿智的老人出现并给予了指导。旅行者遵循指示，最终找到了出路。老人的帮助就如同'guidance'这个词的含义。**"
006197,guide,"> A traveler was lost in a big forest. Just when he felt hopeless, a kind fairy appeared as a guide. The guide led him out of the forest safely. The traveler was very grateful. **一位旅行者在大森林里迷路了。就在他感到绝望时，一位善良的仙女以向导的身份出现。这个向导带他安全地走出了森林。旅行者非常感激。**"
006198,guidebook,"> A tourist was lost in a strange city. Luckily, he found a guidebook that showed him the way to famous attractions. With the help of the guidebook, he had a wonderful trip. **一位游客在一个陌生的城市迷路了。幸运的是，他找到了一本指南书，向他展示了去著名景点的路。在指南书的帮助下，他度过了一次美妙的旅行。**"
006199,guideline,"> A lost traveler was in a forest. Just when he felt hopeless, he found a guideline tied between trees. It led him out safely. The guideline was like a rule or direction that saved him. **一位迷路的旅行者在森林里。就在他感到绝望时，他发现树木之间系着一条指引线。它引领他安全走出。这条指引线就像规则或方向拯救了他。**"
006200,guild,"> In a magical land, there was a Guild of Wizards. They worked together, sharing spells and wisdom. The Guild protected the people and was known for its unity and power. Remember, \'guild\' is like this group of powerful wizards. **在一个神奇的土地上，有一个巫师公会。他们一起工作，分享法术和智慧。这个公会保护着人民，并以其团结和力量而闻名。记住，\'guild\'就像这个强大的巫师团体。**"
006201,guilt,"> A thief stole a precious necklace and felt extreme guilt. Every time he saw the police, his heart raced. He knew his action was wrong and the feeling of guilt haunted him. Eventually, he decided to return the necklace and confess. **一个小偷偷了一条珍贵的项链，感到极度内疚。每次看到警察，他的心就狂跳。他知道自己的行为是错误的，内疚感一直困扰着他。最终，他决定归还项链并坦白。**"
006202,guilty,"> A thief was caught stealing. When asked, he looked down, feeling very guilty. His heart was heavy as he knew he had done wrong. Finally, he confessed and promised never to do it again. **一个小偷在行窃时被抓住了。当被询问时，他低下头，感到非常内疚。他心情沉重，因为他知道自己做错了。最后，他坦白了并承诺再也不这样做了。**"
006203,guinea,> A little girl went to a pet store and saw a cute guinea pig. She loved it so much and wanted to take it home. The guinea pig had soft fur and was very friendly. \'Guinea\' reminds us of this lovely pet. **一个小女孩去宠物店，看到一只可爱的豚鼠。她非常喜欢，想把它带回家。这只豚鼠有着柔软的毛，非常友好。'guinea'让我们想起这只可爱的宠物。**
006204,guise,"> A thief came to the village under the guise of a traveling merchant. He wore nice clothes but had bad intentions. Later, people found out his true identity. Remember, guise means a false appearance or way of presenting oneself. **一个小偷以旅行商人的伪装来到村子里。他穿着好看的衣服但心怀不轨。后来，人们发现了他的真实身份。记住，guise 意思是伪装，虚假的外表或呈现自己的方式。**"
006205,guitar,"> A young boy always dreamt of playing the guitar. One day, he found a magical guitar in the forest. When he touched it, beautiful music filled the air. From then on, he practiced hard and became a great guitarist. **一个小男孩一直梦想着弹吉他。有一天，他在森林里发现了一把神奇的吉他。当他触摸它时，美妙的音乐弥漫在空中。从那以后，他努力练习，成为了一名出色的吉他手。**"
006206,guitarist,"> One day, a young man was walking in the park. Suddenly, he heard beautiful music. He followed the sound and saw a guitarist playing a wonderful song. The guitarist\'s fingers moved nimbly on the guitar strings, creating a magical melody. **一天，一个年轻人在公园里散步。突然，他听到了美妙的音乐。他顺着声音望去，看到一位吉他手正在弹奏一首美妙的歌曲。吉他手的手指在琴弦上灵活地移动，创造出了神奇的旋律。**"
006207,gulf,"> A brave sailor was lost at sea. He drifted between two huge land masses, separated by a deep and wide gulf. He struggled to find his way back, facing the vast unknown of the gulf. **一位勇敢的水手在海上迷失了。他在两块巨大的陆地之间漂流，这两块陆地被一个又深又宽的海湾隔开。他努力寻找回去的路，面对着海湾的广阔未知。**"
006208,gull,"> A boy was playing on the beach. Suddenly, a gull flew over and dropped a shiny pearl. The boy was amazed. He thought the gull was like a magical messenger. From then on, whenever he saw a gull, he remembered that magical moment. **一个男孩在海滩上玩耍。突然，一只海鸥飞过来并丢下一颗闪亮的珍珠。男孩很惊讶。他觉得这只海鸥就像一个神奇的信使。从那以后，每当他看到海鸥，就会想起那个神奇的时刻。**"
006209,gully,"> One day, while hiking in the mountains, I came across a deep gully. It was like a big crack in the earth. I had to be very careful not to fall into it. The gully was so impressive that I\'ll never forget it. **有一天，在山里徒步时，我遇到了一个很深的冲沟。它就像大地的一道大裂缝。我必须非常小心才不会掉进去。这个冲沟令人印象深刻，我永远不会忘记。**"
